;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/inventory/skill_description/teleport_attack_energy;Skill that lets the Mecha-Suit jump very short distance through the Rift field and attack with an Energy shockwave that stuns enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала и выпускать энергетическую волну, оглушающую врагов.;;;;;;;
gui/menu/inventory/skill_description/teleport_attack_fire;Skill that lets the Mecha-Suit jump very short distance through the Rift field and attack with a Fire shockwave that burns enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала и выпускать огненную волну, поджигающую врагов.;;;;;;;
gui/menu/inventory/skill_description/teleport_attack_ice;Skill that lets the Mecha-Suit jump very short distance through the Rift field and attack with a Cryo shockwave that slows down enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала и выпускать холодную волну, замедляющую врагов.;;;;;;;
;;;;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_area;Skill that lets the Mecha-Suit attack with a kinetic shockwave dealing Area damage which harms even tough enemies and jump very short distance through the Rift field.;;Навык, который позволяет выпускать из меха-костюма огромную волну разрушительной энергии, нанося урон по площади, и прыгать на короткие расстояния через поле портала.;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_acid;Skill that lets the Mecha-Suit attack with an Acid shockwave that damages enemies and jump very short distance through the Rift field.;;Навык, который позволяет выпускать из меха-костюма огромную кислотную волну и прыгать на короткие расстояния через поле портала.;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_energy;Skill that lets the Mecha-Suit attack with an Energy shockwave that stuns enemies and jump very short distance through the Rift field.;;Навык, который позволяет выпускать из меха-костюма огромную энергетическую волну и прыгать на короткие расстояния через поле портала.;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_fire;Skill that lets the Mecha-Suit attack with a Fire shockwave that burns enemies and jump very short distance through the Rift field.;;Навык, который позволяет выпускать из меха-костюма огромную огненную волну и прыгать на короткие расстояния через поле портала.;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_ice;Skill that lets the Mecha-Suit attack with a Cryo shockwave that slows down enemies and jump very short distance through the Rift field.;;Навык, который позволяет выпускать из меха-костюма огромную холодную волну и прыгать на короткие расстояния через поле портала.;;;;;;;
;;;;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_area;Skill that lets the Mecha-Suit jump very short distance through the Rift field. Before and after jumping, the Mecha-Suit attacks with a kinetic shockwave dealing Area damage which harms even tough enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала. Перед прыжком и после прыжка меха-костюм выпускает ударную волну, нанося урон по площади, поражающий даже сильных врагов.;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_acid;Skill that lets the Mecha-Suit jump very short distance through the Rift field. Before and after jumping, the Mecha-Suit attacks with an Acid shockwave that damages enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала. Перед прыжком и после прыжка меха-костюм выпускает кислотную волну, наносящую урон врагам.;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_energy;Skill that lets the Mecha-Suit jump very short distance through the Rift field. Before and after jumping, the Mecha-Suit attacks with an Energy shockwave that stuns enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала. Перед прыжком и после прыжка меха-костюм выпускает энергетическую волну, оглушающую врагов.;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_fire;Skill that lets the Mecha-Suit jump very short distance through the Rift field. Before and after jumping, the Mecha-Suit attacks with a Fire shockwave that burns enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала. Перед прыжком и после прыжка меха-костюм выпускает огненную волну, поджигающую врагов.;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_ice;Skill that lets the Mecha-Suit jump very short distance through the Rift field. Before and after jumping, the Mecha-Suit attacks with a Cryo shockwave that slows down enemies.;;Навык, который позволяет меха-костюму прыгать на короткие расстояния через поле портала. Перед прыжком и после прыжка меха-костюм выпускает холодную волну, замедляющую врагов.;;;;;;;
;;;;;;;;;;
gui/menu/inventory/category_name/teleport;Teleport;Teleport;Телепорт;Téléportation;Teleportieren;Teletransporte;Teleporte;传送;テレポート;순간 이동
;;;;;;;;;;
gui/menu/research/category_teleport_skills;Teleport Skills;;Скиллы Телепорта;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_area_standard;Attack Teleport - Standard;;Атакующий Телепорт - Стандартно;;;;;;;
gui/menu/research/name/teleport_attack_area_advanced;Attack Teleport - Advanced;;Атакующий Телепорт - Улучшено;;;;;;;
gui/menu/research/name/teleport_attack_area_superior;Attack Teleport - Superior;;Атакующий Телепорт - Превосходно;;;;;;;
gui/menu/research/name/teleport_attack_area_extreme;Attack Teleport - Extreme;;Атакующий Телепорт - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_area_standard;Emergency Teleport - Standard;;Экстренный Телепорт - Стандартно;;;;;;;
gui/menu/research/name/teleport_emergency_area_advanced;Emergency Teleport - Advanced;;Экстренный Телепорт - Улучшено;;;;;;;
gui/menu/research/name/teleport_emergency_area_superior;Emergency Teleport - Superior;;Экстренный Телепорт - Превосходно;;;;;;;
gui/menu/research/name/teleport_emergency_area_extreme;Emergency Teleport - Extreme;;Экстренный Телепорт - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_area_standard;Combined Teleport - Standard;;Комбинированный Телепорт - Стандартно;;;;;;;
gui/menu/research/name/teleport_combined_area_advanced;Combined Teleport - Advanced;;Комбинированный Телепорт - Улучшено;;;;;;;
gui/menu/research/name/teleport_combined_area_superior;Combined Teleport - Superior;;Комбинированный Телепорт - Превосходно;;;;;;;
gui/menu/research/name/teleport_combined_area_extreme;Combined Teleport - Extreme;;Комбинированный Телепорт - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_area_standard;teleport_attack_area_standard;;Атакующий Телепорт;;;;;;;
gui/menu/research/description/teleport_attack_area_advanced;teleport_attack_area_advanced;;Атакующий Телепорт;;;;;;;
gui/menu/research/description/teleport_attack_area_superior;teleport_attack_area_superior;;Атакующий Телепорт;;;;;;;
gui/menu/research/description/teleport_attack_area_extreme;teleport_attack_area_extreme;;Атакующий Телепорт;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_area_standard;teleport_emergency_area_standard;;Экстренный Телепорт;;;;;;;
gui/menu/research/description/teleport_emergency_area_advanced;teleport_emergency_area_advanced;;Экстренный Телепорт;;;;;;;
gui/menu/research/description/teleport_emergency_area_superior;teleport_emergency_area_superior;;Экстренный Телепорт;;;;;;;
gui/menu/research/description/teleport_emergency_area_extreme;teleport_emergency_area_extreme;;Экстренный Телепорт;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_area_standard;teleport_combined_area_standard;;Комбинированный Телепорт;;;;;;;
gui/menu/research/description/teleport_combined_area_advanced;teleport_combined_area_advanced;;Комбинированный Телепорт;;;;;;;
gui/menu/research/description/teleport_combined_area_superior;teleport_combined_area_superior;;Комбинированный Телепорт;;;;;;;
gui/menu/research/description/teleport_combined_area_extreme;teleport_combined_area_extreme;;Комбинированный Телепорт;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_acid_standard;Attack Teleport - Acid - Standard;;Атакующий Телепорт - Кислота - Стандартно;;;;;;;
gui/menu/research/name/teleport_attack_acid_advanced;Attack Teleport - Acid - Advanced;;Атакующий Телепорт - Кислота - Улучшено;;;;;;;
gui/menu/research/name/teleport_attack_acid_superior;Attack Teleport - Acid - Superior;;Атакующий Телепорт - Кислота - Превосходно;;;;;;;
gui/menu/research/name/teleport_attack_acid_extreme;Attack Teleport - Acid - Extreme;;Атакующий Телепорт - Кислота - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_acid_standard;Emergency Teleport - Acid - Standard;;Экстренный Телепорт - Кислота - Стандартно;;;;;;;
gui/menu/research/name/teleport_emergency_acid_advanced;Emergency Teleport - Acid - Advanced;;Экстренный Телепорт - Кислота - Улучшено;;;;;;;
gui/menu/research/name/teleport_emergency_acid_superior;Emergency Teleport - Acid - Superior;;Экстренный Телепорт - Кислота - Превосходно;;;;;;;
gui/menu/research/name/teleport_emergency_acid_extreme;Emergency Teleport - Acid - Extreme;;Экстренный Телепорт - Кислота - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_acid_standard;Combined Teleport - Acid - Standard;;Комбинированный Телепорт - Кислота - Стандартно;;;;;;;
gui/menu/research/name/teleport_combined_acid_advanced;Combined Teleport - Acid - Advanced;;Комбинированный Телепорт - Кислота - Улучшено;;;;;;;
gui/menu/research/name/teleport_combined_acid_superior;Combined Teleport - Acid - Superior;;Комбинированный Телепорт - Кислота - Превосходно;;;;;;;
gui/menu/research/name/teleport_combined_acid_extreme;Combined Teleport - Acid - Extreme;;Комбинированный Телепорт - Кислота - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_acid_standard;teleport_attack_acid_standard;;Атакующий Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_attack_acid_advanced;teleport_attack_acid_advanced;;Атакующий Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_attack_acid_superior;teleport_attack_acid_superior;;Атакующий Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_attack_acid_extreme;teleport_attack_acid_extreme;;Атакующий Телепорт - Кислота;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_acid_standard;teleport_emergency_acid_standard;;Экстренный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_emergency_acid_advanced;teleport_emergency_acid_advanced;;Экстренный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_emergency_acid_superior;teleport_emergency_acid_superior;;Экстренный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_emergency_acid_extreme;teleport_emergency_acid_extreme;;Экстренный Телепорт - Кислота;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_acid_standard;teleport_combined_acid_standard;;Комбинированный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_combined_acid_advanced;teleport_combined_acid_advanced;;Комбинированный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_combined_acid_superior;teleport_combined_acid_superior;;Комбинированный Телепорт - Кислота;;;;;;;
gui/menu/research/description/teleport_combined_acid_extreme;teleport_combined_acid_extreme;;Комбинированный Телепорт - Кислота;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_energy_standard;Attack Teleport - Energy - Standard;;Атакующий Телепорт - Энергия - Стандартно;;;;;;;
gui/menu/research/name/teleport_attack_energy_advanced;Attack Teleport - Energy - Advanced;;Атакующий Телепорт - Энергия - Улучшено;;;;;;;
gui/menu/research/name/teleport_attack_energy_superior;Attack Teleport - Energy - Superior;;Атакующий Телепорт - Энергия - Превосходно;;;;;;;
gui/menu/research/name/teleport_attack_energy_extreme;Attack Teleport - Energy - Extreme;;Атакующий Телепорт - Энергия - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_energy_standard;Emergency Teleport - Energy - Standard;;Экстренный Телепорт - Энергия - Стандартно;;;;;;;
gui/menu/research/name/teleport_emergency_energy_advanced;Emergency Teleport - Energy - Advanced;;Экстренный Телепорт - Энергия - Улучшено;;;;;;;
gui/menu/research/name/teleport_emergency_energy_superior;Emergency Teleport - Energy - Superior;;Экстренный Телепорт - Энергия - Превосходно;;;;;;;
gui/menu/research/name/teleport_emergency_energy_extreme;Emergency Teleport - Energy - Extreme;;Экстренный Телепорт - Энергия - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_energy_standard;Combined Teleport - Energy - Standard;;Комбинированный Телепорт - Энергия - Стандартно;;;;;;;
gui/menu/research/name/teleport_combined_energy_advanced;Combined Teleport - Energy - Advanced;;Комбинированный Телепорт - Энергия - Улучшено;;;;;;;
gui/menu/research/name/teleport_combined_energy_superior;Combined Teleport - Energy - Superior;;Комбинированный Телепорт - Энергия - Превосходно;;;;;;;
gui/menu/research/name/teleport_combined_energy_extreme;Combined Teleport - Energy - Extreme;;Комбинированный Телепорт - Энергия - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_energy_standard;teleport_attack_energy_standard;;Атакующий Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_attack_energy_advanced;teleport_attack_energy_advanced;;Атакующий Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_attack_energy_superior;teleport_attack_energy_superior;;Атакующий Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_attack_energy_extreme;teleport_attack_energy_extreme;;Атакующий Телепорт - Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_energy_standard;teleport_emergency_energy_standard;;Экстренный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_emergency_energy_advanced;teleport_emergency_energy_advanced;;Экстренный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_emergency_energy_superior;teleport_emergency_energy_superior;;Экстренный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_emergency_energy_extreme;teleport_emergency_energy_extreme;;Экстренный Телепорт - Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_energy_standard;teleport_combined_energy_standard;;Комбинированный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_combined_energy_advanced;teleport_combined_energy_advanced;;Комбинированный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_combined_energy_superior;teleport_combined_energy_superior;;Комбинированный Телепорт - Энергия;;;;;;;
gui/menu/research/description/teleport_combined_energy_extreme;teleport_combined_energy_extreme;;Комбинированный Телепорт - Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_fire_standard;Attack Teleport - Fire - Standard;;Атакующий Телепорт - Огонь - Стандартно;;;;;;;
gui/menu/research/name/teleport_attack_fire_advanced;Attack Teleport - Fire - Advanced;;Атакующий Телепорт - Огонь - Улучшено;;;;;;;
gui/menu/research/name/teleport_attack_fire_superior;Attack Teleport - Fire - Superior;;Атакующий Телепорт - Огонь - Превосходно;;;;;;;
gui/menu/research/name/teleport_attack_fire_extreme;Attack Teleport - Fire - Extreme;;Атакующий Телепорт - Огонь - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_fire_standard;Emergency Teleport - Fire - Standard;;Экстренный Телепорт - Огонь - Стандартно;;;;;;;
gui/menu/research/name/teleport_emergency_fire_advanced;Emergency Teleport - Fire - Advanced;;Экстренный Телепорт - Огонь - Улучшено;;;;;;;
gui/menu/research/name/teleport_emergency_fire_superior;Emergency Teleport - Fire - Superior;;Экстренный Телепорт - Огонь - Превосходно;;;;;;;
gui/menu/research/name/teleport_emergency_fire_extreme;Emergency Teleport - Fire - Extreme;;Экстренный Телепорт - Огонь - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_fire_standard;Combined Teleport - Fire - Standard;;Комбинированный Телепорт - Огонь - Стандартно;;;;;;;
gui/menu/research/name/teleport_combined_fire_advanced;Combined Teleport - Fire - Advanced;;Комбинированный Телепорт - Огонь - Улучшено;;;;;;;
gui/menu/research/name/teleport_combined_fire_superior;Combined Teleport - Fire - Superior;;Комбинированный Телепорт - Огонь - Превосходно;;;;;;;
gui/menu/research/name/teleport_combined_fire_extreme;Combined Teleport - Fire - Extreme;;Комбинированный Телепорт - Огонь - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_fire_standard;teleport_attack_fire_standard;;Атакующий Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_advanced;teleport_attack_fire_advanced;;Атакующий Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_superior;teleport_attack_fire_superior;;Атакующий Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_extreme;teleport_attack_fire_extreme;;Атакующий Телепорт - Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_fire_standard;teleport_emergency_fire_standard;;Экстренный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_advanced;teleport_emergency_fire_advanced;;Экстренный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_superior;teleport_emergency_fire_superior;;Экстренный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_extreme;teleport_emergency_fire_extreme;;Экстренный Телепорт - Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_fire_standard;teleport_combined_fire_standard;;Комбинированный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_combined_fire_advanced;teleport_combined_fire_advanced;;Комбинированный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_combined_fire_superior;teleport_combined_fire_superior;;Комбинированный Телепорт - Огонь;;;;;;;
gui/menu/research/description/teleport_combined_fire_extreme;teleport_combined_fire_extreme;;Комбинированный Телепорт - Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_ice_standard;Attack Teleport - Cryo - Standard;;Атакующий Телепорт - Холод - Стандартно;;;;;;;
gui/menu/research/name/teleport_attack_ice_advanced;Attack Teleport - Cryo - Advanced;;Атакующий Телепорт - Холод - Улучшено;;;;;;;
gui/menu/research/name/teleport_attack_ice_superior;Attack Teleport - Cryo - Superior;;Атакующий Телепорт - Холод - Превосходно;;;;;;;
gui/menu/research/name/teleport_attack_ice_extreme;Attack Teleport - Cryo - Extreme;;Атакующий Телепорт - Холод - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_ice_standard;Emergency Teleport - Cryo - Standard;;Экстренный Телепорт - Холод - Стандартно;;;;;;;
gui/menu/research/name/teleport_emergency_ice_advanced;Emergency Teleport - Cryo - Advanced;;Экстренный Телепорт - Холод - Улучшено;;;;;;;
gui/menu/research/name/teleport_emergency_ice_superior;Emergency Teleport - Cryo - Superior;;Экстренный Телепорт - Холод - Превосходно;;;;;;;
gui/menu/research/name/teleport_emergency_ice_extreme;Emergency Teleport - Cryo - Extreme;;Экстренный Телепорт - Холод - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_ice_standard;Combined Teleport - Cryo - Standard;;Комбинированный Телепорт - Холод - Стандартно;;;;;;;
gui/menu/research/name/teleport_combined_ice_advanced;Combined Teleport - Cryo - Advanced;;Комбинированный Телепорт - Холод - Улучшено;;;;;;;
gui/menu/research/name/teleport_combined_ice_superior;Combined Teleport - Cryo - Superior;;Комбинированный Телепорт - Холод - Превосходно;;;;;;;
gui/menu/research/name/teleport_combined_ice_extreme;Combined Teleport - Cryo - Extreme;;Комбинированный Телепорт - Холод - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_ice_standard;teleport_attack_ice_standard;;Атакующий Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_advanced;teleport_attack_ice_advanced;;Атакующий Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_superior;teleport_attack_ice_superior;;Атакующий Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_extreme;teleport_attack_ice_extreme;;Атакующий Телепорт - Холод;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_ice_standard;teleport_emergency_ice_standard;;Экстренный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_advanced;teleport_emergency_ice_advanced;;Экстренный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_superior;teleport_emergency_ice_superior;;Экстренный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_extreme;teleport_emergency_ice_extreme;;Экстренный Телепорт - Холод;;;;;;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_ice_standard;teleport_combined_ice_standard;;Комбинированный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_combined_ice_advanced;teleport_combined_ice_advanced;;Комбинированный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_combined_ice_superior;teleport_combined_ice_superior;;Комбинированный Телепорт - Холод;;;;;;;
gui/menu/research/description/teleport_combined_ice_extreme;teleport_combined_ice_extreme;;Комбинированный Телепорт - Холод;;;;;;;


