;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
voice_over/announcement/confirm/quick_upgrade_2;Are you sure you want to save Upgrades to Quick Configuration 2?;;;;;;;;;
voice_over/announcement/confirm/quick_upgrade_3;Are you sure you want to save Upgrades to Quick Configuration 3?;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/success/quick_upgrade_1;Upgrades from Quick Configuration 1 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_upgrade_2;Upgrades from Quick Configuration 2 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_upgrade_3;Upgrades from Quick Configuration 3 Loaded!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/fail/quick_upgrade_1;Failed to Load Upgrades from Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/fail/quick_upgrade_2;Failed to Load Upgrades from Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/fail/quick_upgrade_3;Failed to Load Upgrades from Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/invalid/quick_upgrade_1;Invalid Upgrades Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/invalid/quick_upgrade_2;Invalid Upgrades Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/invalid/quick_upgrade_3;Invalid Upgrades Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/empty/quick_upgrade_1;Empty Upgrades Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/empty/quick_upgrade_2;Empty Upgrades Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/empty/quick_upgrade_3;Empty Upgrades Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/save/quick_weapon_1;Saving Weapons to Quick Configuration 1!;;;;;;;;;
voice_over/announcement/save/quick_weapon_2;Saving Weapons to Quick Configuration 2!;;;;;;;;;
voice_over/announcement/save/quick_weapon_3;Saving Weapons to Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/confirm/quick_weapon_1;Are you sure you want to save Weapons to Quick Configuration 1?;;;;;;;;;
voice_over/announcement/confirm/quick_weapon_2;Are you sure you want to save Weapons to Quick Configuration 2?;;;;;;;;;
voice_over/announcement/confirm/quick_weapon_3;Are you sure you want to save Weapons to Quick Configuration 3?;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/success/quick_weapon_1;Weapons from Quick Configuration 1 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_weapon_2;Weapons from Quick Configuration 2 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_weapon_3;Weapons from Quick Configuration 3 Loaded!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/fail/quick_weapon_1;Failed to Load Weapons from Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/fail/quick_weapon_2;Failed to Load Weapons from Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/fail/quick_weapon_3;Failed to Load Weapons from Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/invalid/quick_weapon_1;Invalid Weapons Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/invalid/quick_weapon_2;Invalid Weapons Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/invalid/quick_weapon_3;Invalid Weapons Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/empty/quick_weapon_1;Empty Weapons Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/empty/quick_weapon_2;Empty Weapons Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/empty/quick_weapon_3;Empty Weapons Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/save/quick_dash_skill_1;Saving Dash Skill to Quick Configuration 1!;;;;;;;;;
voice_over/announcement/save/quick_dash_skill_2;Saving Dash Skill to Quick Configuration 2!;;;;;;;;;
voice_over/announcement/save/quick_dash_skill_3;Saving Dash Skill to Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/confirm/quick_dash_skill_1;Are you sure you want to save Dash Skill to Quick Configuration 1?;;;;;;;;;
voice_over/announcement/confirm/quick_dash_skill_2;Are you sure you want to save Dash Skill to Quick Configuration 2?;;;;;;;;;
voice_over/announcement/confirm/quick_dash_skill_3;Are you sure you want to save Dash Skill to Quick Configuration 3?;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/success/quick_dash_skill_1;Dash Skill from Quick Configuration 1 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_dash_skill_2;Dash Skill from Quick Configuration 2 Loaded!;;;;;;;;;
voice_over/announcement/load/success/quick_dash_skill_3;Dash Skill from Quick Configuration 3 Loaded!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/fail/quick_dash_skill_1;Failed to Load Dash Skill from Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/fail/quick_dash_skill_2;Failed to Load Dash Skill from Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/fail/quick_dash_skill_3;Failed to Load Dash Skill from Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/invalid/quick_dash_skill_1;Invalid Dash Skill Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/invalid/quick_dash_skill_2;Invalid Dash Skill Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/invalid/quick_dash_skill_3;Invalid Dash Skill Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
voice_over/announcement/load/empty/quick_dash_skill_1;Empty Dash Skill Quick Configuration 1!;;;;;;;;;
voice_over/announcement/load/empty/quick_dash_skill_2;Empty Dash Skill Quick Configuration 2!;;;;;;;;;
voice_over/announcement/load/empty/quick_dash_skill_3;Empty Dash Skill Quick Configuration 3!;;;;;;;;;
;;;;;;;;;;
